State Vector Calculation


Calculation Inputs

Calculation type     = State Vector
Target type          = Object
Target               = sun
Observer type        = Object
Observer             = earth
Reference frame      = ITRF93
Light propagation    = No correction
Time system          = UTC
Time format          = Calendar date and time
Time range           = Jan 1 2016 00:00:00 to Dec 31 2017 00:00:00
Step                 = 1 hours
State representation = Rectangular


State Vector Results

UTC calendar date               Distance (km)       Speed (km/s)    X (km)               Y (km)               Z (km)              dX/dt (km/s)     dY/dt (km/s)     dZ/dt (km/s)  Time at Target                  Light Time (s)
2017-03-07 21:59:59.000000 UTC  148481311.77251813  10759.78864500  -124454872.16219027   -79968764.56986707  -12754663.22369088   -5817.69468807    9051.37254885   11.62683625  2017-03-07 21:59:59.000000 UTC    495.28034415
2017-03-07 22:59:59.000000 UTC  148482889.85496050  10760.16763214  -140918560.69977584   -45027908.65348537  -12712799.54523381   -3276.45031218   10249.19243420   11.63058400  2017-03-07 22:59:59.000000 UTC    495.28560807
2017-03-07 23:59:59.000000 UTC  148484468.70489988  10760.54583941  -147776441.57382572    -7014872.62040777  -12670924.37328535    -511.65783026   10748.36814104   11.63320562  2017-03-07 23:59:59.000000 UTC    495.29087455
2017-03-08 00:59:59.000000 UTC  148486048.32438000  10760.92326674  -144560308.35473442    31479058.06070273  -12629041.88706072    2288.21110271   10514.81926317   11.63464467  2017-03-08 00:59:59.000000 UTC    495.29614359
2017-03-08 01:59:59.000000 UTC  148487628.71542135  10761.29991468  -131488709.34301741    67829629.90073888  -12587156.32559997    4932.28010627    9564.41600075   11.63492481  2017-03-08 01:59:59.000000 UTC    495.30141521
2017-03-08 02:59:59.000000 UTC  148489209.88001960  10761.67578200  -109452096.99353336    99558525.86564290  -12545271.69776671    7240.28080852    7961.90078419   11.63414954  2017-03-08 02:59:59.000000 UTC    495.30668940
2017-03-08 03:59:59.000000 UTC  148490791.82014638  10762.05086844   -79952169.52211784   124502333.49164927  -12503391.50849609    9054.84331932    5816.47797576   11.63249327  2017-03-08 03:59:59.000000 UTC    495.31196619
2017-03-08 04:59:59.000000 UTC  148492374.53774870  10762.42517591   -44999536.78297147   140960056.54530326  -12461518.52391773   10252.22648670    3274.37207281   11.63019003  2017-03-08 04:59:59.000000 UTC    495.31724557
2017-03-08 05:59:59.000000 UTC  148493958.03474852  10762.79869777    -6976684.02467602   147809112.14434950  -12419654.58233846   10750.75627784     508.86153730   11.62751841  2017-03-08 05:59:59.000000 UTC    495.32252754
2017-03-08 06:59:59.000000 UTC  148495542.31304303  10763.17144164    31524426.52825297   144581902.99763426  -12377800.47068994   10516.39687674   -2291.53247357   11.62478063  2017-03-08 06:59:59.000000 UTC    495.32781213
2017-03-08 07:59:59.000000 UTC  148497127.37450367  10763.54340242    67879046.59032024   131497741.67338377  -12335955.87170806    9565.07440653   -4935.89739519   11.62228401  2017-03-08 07:59:59.000000 UTC    495.33309932
2017-03-08 08:59:59.000000 UTC  148498713.22097674  10763.91458120    99608580.40869413   109447947.28892577  -12294119.38656557    7961.59471499   -7243.94448306   11.62031887  2017-03-08 08:59:59.000000 UTC    495.33838914
2017-03-08 09:59:59.000000 UTC  148500299.85428250  10764.28497742   124549572.05423674    79935127.32968542  -12252288.63132455    5815.22869114   -9058.30068724   11.61913903  2017-03-08 09:59:59.000000 UTC    495.34368158
2017-03-08 10:59:59.000000 UTC  148501887.27621540  10764.65459096   141001220.05022374    44970780.79990584  -12210460.40053349    3272.26588121  -10255.23912279   11.61894444  2017-03-08 10:59:59.000000 UTC    495.34897665
2017-03-08 11:59:59.000000 UTC  148503475.48854366  10765.02342151   147841361.01231936     6938200.66998914  -12168630.88701883     506.04383578  -10753.11647294   11.61986754  2017-03-08 11:59:59.000000 UTC    495.35427435
2017-03-08 12:59:59.000000 UTC  148505064.49300906  10765.39146839   144603012.92802203   -31569980.24032188  -12126795.94273625   -2294.86723976  -10517.94194457   11.62196418  2017-03-08 12:59:59.000000 UTC    495.35957470
2017-03-08 13:59:59.000000 UTC  148506654.29132676  10765.75873154   131506256.95662872   -67928526.41280507  -12084951.36298109   -4939.51914927   -9565.69790942   11.62520979  2017-03-08 13:59:59.000000 UTC    495.36487770
2017-03-08 14:59:59.000000 UTC  148508244.88518515  10766.12521108   109443281.08663002   -99658571.78716691  -12043093.17464237   -7247.60339072   -7961.25378984   11.62950100  2017-03-08 14:59:59.000000 UTC    495.37018335
2017-03-08 15:59:59.000000 UTC  148509836.27624568  10766.49090639    79917602.00885989  -124596625.67123266  -12001217.90875821   -9061.74439057   -5813.94699597   11.63466270  2017-03-08 15:59:59.000000 UTC    495.37549166
2017-03-08 16:59:59.000000 UTC  148511428.46614233  10766.85581659    44941605.56802504  -141042089.71530533  -11959322.83877052  -10258.23014375   -3270.13195340   11.64045992  2017-03-08 16:59:59.000000 UTC    495.38080263
2017-03-08 17:59:59.000000 UTC  148513021.45648220  10767.21994146     6899388.03845417  -147873227.51955184  -11917406.16825843  -10755.44859018    -503.20497613   11.64661384  2017-03-08 17:59:59.000000 UTC    495.38611627
2017-03-08 18:59:59.000000 UTC  148514615.24884433  10767.58328112   -31615753.37519668  -144623678.42394390  -11875467.15538643  -10519.45441170    2298.21513520   11.65282074  2017-03-08 18:59:59.000000 UTC    495.39143259
2017-03-08 19:59:59.000000 UTC  148516209.84478010  10767.94583529   -67978103.48637478  -131514296.42775442  -11833506.16542810   -9566.28653314    4943.14510718   11.65877280  2017-03-08 19:59:59.000000 UTC    495.39675159
2017-03-08 20:59:59.000000 UTC  148517805.24581316  10768.30760341   -99708534.34307165  -109438140.52089934  -11791524.64771515   -7960.87810657    7251.25729519   11.66417903  2017-03-08 20:59:59.000000 UTC    495.40207328
2017-03-08 21:59:59.000000 UTC  148519401.45343894  10768.66858518  -124643529.15582521   -79899636.47622192  -11749525.03875356   -5812.63305380    9065.17423543   11.66878512  2017-03-08 21:59:59.000000 UTC    495.40739765
2017-03-08 22:59:59.000000 UTC  148520998.46912444  10769.02878036  -141082701.04398644   -44912054.59555630  -11707510.59809859   -3267.97050527   10261.19941353   11.67239077  2017-03-08 22:59:59.000000 UTC    495.41272472
2017-03-08 23:59:59.000000 UTC  148522596.29430842  10769.38818846  -147904748.01897390    -6860289.99245611  -11665485.18773964    -500.34521042   10757.75256834   11.67486354  2017-03-08 23:59:59.000000 UTC    495.41805449
2017-03-09 00:59:59.000000 UTC  148524194.93040106  10769.74680929  -144643936.78043446    31661701.98374907  -11623453.00991532    2301.57589201   10520.93429393   11.67614790  2017-03-09 00:59:59.000000 UTC    495.42338697
2017-03-09 01:59:59.000000 UTC  148525794.37878340  10770.10464276  -131521898.34182760    68027734.06528020  -11581418.32221465    4946.77500624    9566.84037279   11.67626874  2017-03-09 01:59:59.000000 UTC    495.42872216
2017-03-09 02:59:59.000000 UTC  148527394.64080805  10770.46168737  -109432564.75339936    99758424.81034984  -11539385.14987555    7254.90595923    7960.46783604   11.67532959  2017-03-09 02:59:59.000000 UTC    495.43406006
2017-03-09 03:59:59.000000 UTC  148528995.71779820  10770.81794383   -79881270.67122161   124690239.98138887  -11497357.01247883    9068.59002954    5811.28710223   11.67350633  2017-03-09 03:59:59.000000 UTC    495.43940067
2017-03-09 04:59:59.000000 UTC  148530597.61104786  10771.17341216   -44882168.41129259   141123012.46375197  -11455336.68431879   10264.14679948    3265.78182683   11.67103470  2017-03-09 04:59:59.000000 UTC    495.44474401
2017-03-09 05:59:59.000000 UTC  148532200.32182190  10771.52809170    -6820947.41035527   147935882.05141133  -11413326.00681796   10760.02834535     497.46486382   11.66819414  2017-03-09 05:59:59.000000 UTC    495.45009008
2017-03-09 06:59:59.000000 UTC  148533803.85135543  10771.88198151    31707785.10094560   144663748.74487760  -11371325.76369643   10522.38160663   -2304.94916841   11.66528947  2017-03-09 06:59:59.000000 UTC    495.45543888
2017-03-09 07:59:59.000000 UTC  148535408.20085412  10772.23508285    68077377.38470927   131529024.67527618  -11329335.62857174    9567.35952387   -4950.40850884   11.66262926  2017-03-09 07:59:59.000000 UTC    495.46079041
2017-03-09 08:59:59.000000 UTC  148537013.37149370  10772.58739341    99808202.90861452   109426516.93674410  -11287354.18814300    7960.02315122   -7258.54907081   11.66050522  2017-03-09 08:59:59.000000 UTC    495.46614469
2017-03-09 09:59:59.000000 UTC  148538619.36442003  10772.93891426   124736718.61616346    79862468.79365261  -11245379.03954249    5809.90938207   -9071.99150607   11.65917224  2017-03-09 09:59:59.000000 UTC    495.47150170
2017-03-09 10:59:59.000000 UTC  148540226.18074918  10773.28964449   141162985.41029310    44851912.07158259  -11203406.95523112    3263.56621233  -10267.07209547   11.65883097  2017-03-09 10:59:59.000000 UTC    495.47686147
2017-03-09 11:59:59.000000 UTC  148541833.82156680  10773.63958382   147966592.18165165     6781325.97360715  -11161434.10420137     494.56426722  -10762.27578726   11.65961409  2017-03-09 11:59:59.000000 UTC    495.48222398
2017-03-09 12:59:59.000000 UTC  148543442.28792850  10773.98873256   144683078.10646050   -31754036.71436522  -11119456.31448476   -2308.33461851  -10523.79629725   11.66157725  2017-03-09 12:59:59.000000 UTC    495.48758924
2017-03-09 13:59:59.000000 UTC  148545051.58085936  10774.33709007   131535640.46089225   -68127067.38370073  -11077469.35900774   -4954.04527443   -9567.84401443   11.66469524  2017-03-09 13:59:59.000000 UTC    495.49295727
2017-03-09 14:59:59.000000 UTC  148546661.70135427  10774.68465546   109419963.28760910   -99857902.81840383  -11035469.24535078   -7262.18631564   -7959.54415650   11.66886364  2017-03-09 14:59:59.000000 UTC    495.49832805
2017-03-09 15:59:59.000000 UTC  148548272.65037733  10775.03142864    79843198.11562228  -124782999.74130334  -10993452.48965149   -9075.37839483   -5808.50006444   11.67390595  2017-03-09 15:59:59.000000 UTC    495.50370160
2017-03-09 16:59:59.000000 UTC  148549884.42886204  10775.37740969    44821253.71394848  -141202655.28359103  -10951416.35595550  -10269.97509303   -3261.32388716   11.67958555  2017-03-09 16:59:59.000000 UTC    495.50907791
2017-03-09 17:59:59.000000 UTC  148551497.03771123  10775.72259815     6741394.43052371  -147996914.69254524  -10909359.04463351  -10764.49476050    -491.64368155   11.68562184  2017-03-09 17:59:59.000000 UTC    495.51445700
2017-03-09 18:59:59.000000 UTC  148553110.47779685  10776.06699340   -31800487.73026596  -144701962.12257755  -10867279.81704020  -10525.17831064    2311.73196530   11.69170936  2017-03-09 18:59:59.000000 UTC    495.51983885
2017-03-09 19:59:59.000000 UTC  148554724.74995986  10776.41059514   -68176834.92265068  -131541783.94733544  -10825179.04787246   -9568.29387123    4957.68503198   11.69753858  2017-03-09 19:59:59.000000 UTC    495.52522349
2017-03-09 20:59:59.000000 UTC  148556339.85501050  10776.75340308   -99907555.63753160  -109412942.98880698  -10783058.20159500   -7959.03095566    7265.81744896   11.70281707  2017-03-09 20:59:59.000000 UTC    495.53061090
2017-03-09 21:59:59.000000 UTC  148557955.79372760  10777.09541682  -124829114.95268926   -79823498.62663570  -10740919.73449653   -5807.05932183    9078.75049748   11.70728942  2017-03-09 21:59:59.000000 UTC    495.53600109
2017-03-09 22:59:59.000000 UTC  148559572.56685907  10777.43663646  -141242054.40120766   -44790233.93522216  -10698766.92905464   -3259.05507708   10272.85565535   11.71075466  2017-03-09 22:59:59.000000 UTC    495.54139406
2017-03-09 23:59:59.000000 UTC  148561190.17512158  10777.77706193  -148026882.78434992    -6701193.74262125  -10656603.67194090    -488.70336837   10766.68520104   11.71308001  2017-03-09 23:59:59.000000 UTC    495.54678982
2017-03-10 00:59:59.000000 UTC  148562808.61920056  10778.11669178  -144720434.96946300    31847097.10298058  -10614434.19066571    2315.14093174   10526.52766419   11.71421001  2017-03-10 00:59:59.000000 UTC    495.55218837
2017-03-10 01:59:59.000000 UTC  148564427.89975005  10778.45552541  -131547490.30477734    68226639.16452506  -10572262.76670420    4961.32751023    9568.70919340   11.71417032  2017-03-10 01:59:59.000000 UTC    495.55758971
2017-03-10 02:59:59.000000 UTC  148566048.01739293  10778.79356428  -109405492.14560744    99957121.02660549  -10530093.44480234    7269.44222681    7958.48372597   11.71306602  2017-03-10 02:59:59.000000 UTC    495.56299384
2017-03-10 03:59:59.000000 UTC  148567668.97272035  10779.13080609   -79803407.23020549   124875024.67594784  -10487929.75849933    9082.10761568    5805.58739859   11.71107444  2017-03-10 03:59:59.000000 UTC    495.56840077
2017-03-10 04:59:59.000000 UTC  148569290.76629220  10779.46724797   -44758890.24378235   141281144.17091270  -10445774.49028565   10275.71364195    3256.76007887   11.70843311  2017-03-10 04:59:59.000000 UTC    495.57381049
2017-03-10 05:59:59.000000 UTC  148570913.39863690  10779.80290178    -6660761.78291668   148056459.00858095  -10403629.48287237   10768.84704502     485.74366210   11.70542361  2017-03-10 05:59:59.000000 UTC    495.57922301
2017-03-10 06:59:59.000000 UTC  148572536.87025130  10780.13775385    31893826.87091935   144738460.43914452  -10361495.51446087   10527.84437403   -2318.56116653   11.70235238  2017-03-10 06:59:59.000000 UTC    495.58463832
2017-03-10 07:59:59.000000 UTC  148574161.18160057  10780.47180897    68276442.35747977   131552724.58697316  -10319372.24669968    9569.09008095   -4964.97236324   11.69952976  2017-03-10 07:59:59.000000 UTC    495.59005644
2017-03-10 08:59:59.000000 UTC  148575786.33311853  10780.80506629   100006561.73575912   109397577.01699884  -10277258.24848703    7957.90264502   -7273.06032865   11.69724896  2017-03-10 08:59:59.000000 UTC    495.59547737
2017-03-10 09:59:59.000000 UTC  148577412.32520720  10781.13752574   124920692.43007171    79782891.26193880  -10235151.09471846    5804.08454284   -9085.44947582   11.69576588  2017-03-10 09:59:59.000000 UTC    495.60090109
2017-03-10 10:59:59.000000 UTC  148579039.15823716  10781.46918657   141319889.10663986    44727190.85825510  -10193047.53256856    3254.43919982  -10278.54885361   11.69528181  2017-03-10 10:59:59.000000 UTC    495.60632762
2017-03-10 11:59:59.000000 UTC  148580666.83254713  10781.80004871   148085609.04423124     6620067.39499707  -10150943.70436413     482.76490293  -10770.98015708   11.69592955  2017-03-10 11:59:59.000000 UTC    495.61175696
2017-03-10 12:59:59.000000 UTC  148582295.34844440  10782.13011234   144756005.46917227   -31940707.85429217  -10108835.41205863   -2321.99231433  -10529.12838815   11.69776433  2017-03-10 12:59:59.000000 UTC    495.61718910
2017-03-10 13:59:59.000000 UTC  148583924.70620438  10782.45937680   131557455.00690193   -68326275.28093219  -10066718.40473656   -4968.61924130   -9569.43656333   11.70076011  2017-03-10 13:59:59.000000 UTC    495.62262406
2017-03-10 14:59:59.000000 UTC  148585554.90607120  10782.78784123   109389167.02920304  -100055908.79803617  -10024588.66992962   -7276.67143307   -7957.28782196   11.70481121  2017-03-10 14:59:59.000000 UTC    495.62806182
2017-03-10 15:59:59.000000 UTC  148587185.94825690  10783.11550547    79761921.22851622  -124966149.76672395   -9982442.70900538   -9088.77580169   -5802.55093152   11.70973947  2017-03-10 15:59:59.000000 UTC    495.63350239
2017-03-10 16:59:59.000000 UTC  148588817.83294228  10783.44236963    44695107.16374821  -141358321.50361340   -9940277.77747850  -10281.36106599   -3252.09266804   11.71530648  2017-03-10 16:59:59.000000 UTC    495.63894577
2017-03-10 17:59:59.000000 UTC  148590450.56027636  10783.76843330     6579082.59823988  -148114366.09312800   -9898092.07384527  -10773.08440125    -479.76735962   11.72122975  2017-03-10 17:59:59.000000 UTC    495.64439196
2017-03-10 18:59:59.000000 UTC  148592084.13037655  10784.09369567   -31987767.68706631  -144773104.26369533   -9855884.86440355  -10530.37965129    2325.43409051   11.72720194  2017-03-10 18:59:59.000000 UTC    495.64984097
2017-03-10 19:59:59.000000 UTC  148593718.54332870  10784.41815642   -68376165.52101192  -131561716.78943042   -9813656.53540353   -9569.74866883    4972.26786556   11.73291178  2017-03-10 19:59:59.000000 UTC    495.65529278
2017-03-10 20:59:59.000000 UTC  148595353.79918720  10784.74181565  -100105190.04479556  -109380298.36944280   -9771408.56850470   -7956.63936440    7280.27528828   11.73806545  2017-03-10 20:59:59.000000 UTC    495.66074741
2017-03-10 21:59:59.000000 UTC  148596989.89797473  10785.06467297  -125011425.03558503   -79740534.14172122   -9729143.44143909   -5800.98674275    9092.08639018   11.74240654  2017-03-10 21:59:59.000000 UTC    495.66620484
2017-03-10 22:59:59.000000 UTC  148598626.83968264  10785.38672758  -141396470.45461370   -44662676.79534174   -9686864.46130313   -3249.72071711   10284.15014291   11.74573334  2017-03-10 22:59:59.000000 UTC    495.67166509
2017-03-10 23:59:59.000000 UTC  148600264.62427095  10785.70797930  -148142760.15578390    -6537845.39881550   -9644575.54122700    -476.75130071   10775.15971105   11.74791289  2017-03-10 23:59:59.000000 UTC    495.67712816
2017-03-11 00:59:59.000000 UTC  148601903.25166798  10786.02842837  -144789787.82579723    32034968.27280293   -9602280.93419556    2328.88621042   10531.59818072   11.74889044  2017-03-11 00:59:59.000000 UTC    495.68259403
2017-03-11 01:59:59.000000 UTC  148603542.72177094  10786.34807363  -131565541.95684172    68426075.19757652   -9559984.94346706    4975.91795821    9570.02649980   11.74869279  2017-03-11 01:59:59.000000 UTC    495.68806271
2017-03-11 02:59:59.000000 UTC  148605183.03444555  10786.66691421  -109371004.01653285   100154368.10797326   -9517691.63238675    7283.87164377    7955.95745295   11.74742570  2017-03-11 02:59:59.000000 UTC    495.69353421
2017-03-11 03:59:59.000000 UTC  148606824.18952653  10786.98495176   -79718763.80499680   125056481.64618450   -9475404.54954273    9095.38103685    5799.39222616   11.74526805  2017-03-11 03:59:59.000000 UTC    495.69900851
2017-03-11 04:59:59.000000 UTC  148608466.18681723  10787.30218567   -44629934.18299796   141434300.37271240   -9433126.48600839   10286.91594474    3247.32365270   11.74245919  2017-03-11 04:59:59.000000 UTC    495.70448562
2017-03-11 05:59:59.000000 UTC  148610109.02608997  10787.61861256    -6496390.59761801   148170756.81725800   -9390859.28712192   10777.20602282     473.71706855   11.73928205  2017-03-11 05:59:59.000000 UTC    495.70996555
2017-03-11 06:59:59.000000 UTC  148611752.70708590  10787.93423446    32082274.72527481   144806023.00829650   -9348603.72701486   10532.78399323   -2332.34831538   11.73604537  2017-03-11 06:59:59.000000 UTC    495.71544828
2017-03-11 07:59:59.000000 UTC  148613397.22951534  10788.24905234    68475969.63522123   131568898.65113175   -9306359.45696271    9570.27015690   -4979.56916554   11.73306101  2017-03-11 07:59:59.000000 UTC    495.72093381
2017-03-11 08:59:59.000000 UTC  148615042.59305766  10788.56306332   100203408.82377194   109361253.34168093   -9264125.02986956    7955.24226996   -7287.46017415   11.73062361  2017-03-11 08:59:59.000000 UTC    495.72642215
2017-03-11 09:59:59.000000 UTC  148616688.79736134  10788.87626833   125101286.22079982    79696580.68117993   -9221897.99994804    5797.76763377   -9098.65946329   11.72899021  2017-03-11 09:59:59.000000 UTC    495.73191330
2017-03-11 10:59:59.000000 UTC  148618335.84204414  10789.18866735   141471778.89267750    44596850.68067845   -9179675.09039789    3244.90178124  -10289.65825357   11.72836280  2017-03-11 10:59:59.000000 UTC    495.73740725
2017-03-11 11:59:59.000000 UTC  148619983.72669324  10789.50025905   148198324.89187995     6454690.19209760   -9137452.41779118     470.66500802  -10779.22319668   11.72887445  2017-03-11 11:59:59.000000 UTC    495.74290400
2017-03-11 12:59:59.000000 UTC  148621632.45086520  10789.81104328   144821779.90263700   -32129714.69839650   -9095225.75815887   -2335.82004478  -10533.93703520   11.73058020  2017-03-11 12:59:59.000000 UTC    495.74840355
2017-03-11 13:59:59.000000 UTC  148623282.01408600  10790.12102037   131571758.25824556   -68525876.44380125   -9052990.83624938   -4983.22113261   -9570.47966948   11.73345334  2017-03-11 13:59:59.000000 UTC    495.75390590
2017-03-11 14:59:59.000000 UTC  148624932.41585156  10790.43018993   109351018.96662240  -100252340.05259605   -9010743.61839690   -7291.04055145   -7954.49392448   11.73738712  2017-03-11 14:59:59.000000 UTC    495.75941105
2017-03-11 15:59:59.000000 UTC  148626583.65562722  10790.73855110    79673958.49076995  -125145867.14500305   -8968480.58923413   -9101.92139035   -5796.11314614   11.74220199  2017-03-11 15:59:59.000000 UTC    495.76491899
2017-03-11 16:59:59.000000 UTC  148628235.73284830  10791.04610338    44563400.90404502  -141508935.15414286   -8926198.99313694  -10292.37685711   -3242.45533954   11.74765783  2017-03-11 16:59:59.000000 UTC    495.77042973
2017-03-11 17:59:59.000000 UTC  148629888.64691994  10791.35284656     6412719.43562268  -148225494.44108954   -8883897.02384807  -10781.21109451    -467.59539185   11.75347034  2017-03-11 17:59:59.000000 UTC    495.77594326
2017-03-11 18:59:59.000000 UTC  148631542.39721757  10791.65878041   -32177312.58648308  -144837089.58751750   -8841573.94953368  -10535.05725040    2339.30110967   11.75933033  2017-03-11 18:59:59.000000 UTC    495.78145958
2017-03-11 19:59:59.000000 UTC  148633196.98308660  10791.96390463   -68575819.97544485  -131574152.88960020   -8799230.16476476   -9570.65506769    4986.87357777   11.76492480  2017-03-11 19:59:59.000000 UTC    495.78697868
2017-03-11 20:59:59.000000 UTC  148634852.40384272  10792.26821888  -100301186.39989357  -109340333.97301488   -8756867.16557263   -7953.71252555    7294.61252139   11.76995834  2017-03-11 20:59:59.000000 UTC    495.79250057
2017-03-11 21:59:59.000000 UTC  148636508.65877217  10792.57172267  -125190249.54436193   -79650931.15455180   -8714487.44921271   -5794.42894197    9105.16660992   11.77417330  2017-03-11 21:59:59.000000 UTC    495.79802524
2017-03-11 22:59:59.000000 UTC  148638165.74713162  10792.87441538  -141545795.03274300   -44529619.41086924   -8672094.34586684   -3239.98456236   10295.07161099   11.77736721  2017-03-11 22:59:59.000000 UTC    495.80355269
2017-03-11 23:59:59.000000 UTC  148639823.66814846  10793.17629672  -148252292.25998670    -6370513.26829284   -8629691.79381601    -464.50849249   10783.16964895   11.77940667  2017-03-11 23:59:59.000000 UTC    495.80908292
2017-03-12 00:59:59.000000 UTC  148641482.42102090  10793.47736682  -144851979.87524664    32225033.35603636   -8587284.07251963    2342.79122103   10536.14465489   11.78023668  2017-03-12 00:59:59.000000 UTC    495.81461593
2017-03-12 01:59:59.000000 UTC  148643142.00491800  10793.77762524  -131576111.39703634    68625765.40354040   -8544875.51150670    4990.52621700    9570.79645249   11.77988455  2017-03-12 01:59:59.000000 UTC    495.82015170
2017-03-12 02:59:59.000000 UTC  148644802.41898006  10794.07707070  -109329228.19163643   100349913.55132039   -8502470.19643301    7298.17582773    7952.89825559   11.77845762  2017-03-12 02:59:59.000000 UTC    495.82569025
2017-03-12 03:59:59.000000 UTC  148646463.66231826  10794.37570395   -79627529.34326088   125234399.89458382   -8460071.69263282    9108.39491378    5792.71527484   11.77613607  2017-03-12 03:59:59.000000 UTC    495.83123156
2017-03-12 04:59:59.000000 UTC  148648125.73401552  10794.67352299   -44495537.50832013   141582326.02380985   -8417682.80282555   10297.74237012    3237.48975894   11.77316090  2017-03-12 04:59:59.000000 UTC    495.83677563
2017-03-12 05:59:59.000000 UTC  148649788.63312610  10794.97053194    -6328103.37645340   148278687.03279245   -8375305.37718912   10785.09879413     461.40465717   11.76981734  2017-03-12 05:59:59.000000 UTC    495.84232247
2017-03-12 06:59:59.000000 UTC  148651452.35867587  10795.26672549    32272845.23357708   144866420.73542730   -8332940.18815896   10537.19926680   -2346.29001566   11.76641545  2017-03-12 06:59:59.000000 UTC    495.84787206
2017-03-12 07:59:59.000000 UTC  148653116.90966260  10795.56210500    68675681.17356269   131577605.05311188   -8290586.87864101    9570.90392649   -4994.17869306   11.76326907  2017-03-12 07:59:59.000000 UTC    495.85342440
2017-03-12 08:59:59.000000 UTC  148654782.28505588  10795.85667066   100398490.47018465   109317674.13666643   -8248243.98737217    7952.05129935   -7301.73014240   11.76067432  2017-03-12 08:59:59.000000 UTC    495.85897950
2017-03-12 09:59:59.000000 UTC  148656448.48379764  10796.15042162   125278287.95601834    79603726.66715203   -8205909.04935478    5790.97239969   -9111.60602313   11.75888950  2017-03-12 09:59:59.000000 UTC    495.86453734
2017-03-12 10:59:59.000000 UTC  148658115.50480193  10796.44335691   141618498.90692070    44461129.70379552   -8163578.76496587    3234.97124025  -10300.38892374   11.75811734  2017-03-12 10:59:59.000000 UTC    495.87009792
2017-03-12 11:59:59.000000 UTC  148659783.34695524  10796.73547673   148304650.72474900     6285464.91382346   -8121249.22601000     458.28423224  -10786.99838949   11.75849127  2017-03-12 11:59:59.000000 UTC    495.87566124
2017-03-12 12:59:59.000000 UTC  148661452.00911677  10797.02678122   144880385.41587490   -32320772.70905939   -8078916.18323837   -2349.79713098  -10538.22102911   11.76006624  2017-03-12 12:59:59.000000 UTC    495.88122730
2017-03-12 13:59:59.000000 UTC  148663121.49011832  10797.31726989   131578608.40660346   -68725591.72399764   -8036575.33740410   -4997.83064982   -9570.97751844   11.76281491  2017-03-12 13:59:59.000000 UTC    495.88679609
2017-03-12 14:59:59.000000 UTC  148664791.78876490  10797.60694201   109305647.59443925  -100446941.84512526   -7994222.63382111   -7305.27513552   -7951.17176364   11.76662952  2017-03-12 14:59:59.000000 UTC    495.89236761
2017-03-12 15:59:59.000000 UTC  148666462.90383437  10797.89579714    79579500.02825007  -125321938.92914866   -7951854.54027184   -9114.79965332   -5789.20049415   11.77132923  2017-03-12 15:59:59.000000 UTC    495.89794185
2017-03-12 16:59:59.000000 UTC  148668134.83407807  10798.18383510    44426373.80897749  -141654339.63209987   -7909468.28948114  -10303.01104796   -3232.42924010   11.77667234  2017-03-12 16:59:59.000000 UTC    495.90351881
2017-03-12 17:59:59.000000 UTC  148669807.57822070  10798.47105559     6242576.33988153  -148330210.20809820   -7867062.06962441  -10788.86829448    -455.14749084   11.78237277  2017-03-12 17:59:59.000000 UTC    495.90909848
2017-03-12 18:59:59.000000 UTC  148671481.13496074  10798.75745797   -32368836.96595099  -144893901.80787182   -7824635.14967129  -10539.20988499    2353.31227770   11.78811961  2017-03-12 18:59:59.000000 UTC    495.91468087
2017-03-12 19:59:59.000000 UTC  148673155.50297022  10799.04304172   -68775518.18834835  -131579150.38538939   -7782187.93101388   -9571.01725512    5001.48180343   11.79359823  2017-03-12 19:59:59.000000 UTC    495.92026596
2017-03-12 20:59:59.000000 UTC  148674830.68089550  10799.32780686  -100495289.05065940  -109293178.47508208   -7739721.92208626   -7950.25975718    7308.81055087   11.79851174  2017-03-12 20:59:59.000000 UTC    495.92585375
2017-03-12 21:59:59.000000 UTC  148676506.66735700  10799.61175345  -125365374.71399075   -79554880.17457984   -7697239.63753144   -5787.39973834    9117.97559727   11.80260125  2017-03-12 21:59:59.000000 UTC    495.93144424
2017-03-12 22:59:59.000000 UTC  148678183.46094948  10799.89488062  -141689870.85323640   -44391301.20391468   -7654744.42840929   -3229.86399421   10305.60860103   11.80566365  2017-03-12 22:59:59.000000 UTC    495.93703742
2017-03-12 23:59:59.000000 UTC  148679861.06024218  10800.17718716  -148355389.05641162    -6199469.42165109   -7612240.25525167    -451.99470587   10790.70844020   11.80756535  2017-03-12 23:59:59.000000 UTC    495.94263329
2017-03-13 00:59:59.000000 UTC  148681539.46377950  10800.45867314  -144906994.50561997    32417006.13711420   -7569731.42019893    2356.83516526   10540.16584875   11.80825123  2017-03-13 00:59:59.000000 UTC    495.94823184
2017-03-13 01:59:59.000000 UTC  148683218.67008030  10800.73933922  -131579256.62875086    68825428.90480370   -7527222.27584988    5005.13186866    9571.02323831   11.80774864  2017-03-13 01:59:59.000000 UTC    495.95383307
2017-03-13 02:59:59.000000 UTC  148684898.67763877  10801.01918469  -109280293.39746515   100543500.94479531   -7484716.92902149    7312.33613168    7949.31546360   11.80616599  2017-03-13 02:59:59.000000 UTC    495.95943697
2017-03-13 03:59:59.000000 UTC  148686579.48492455  10801.29820930   -79529894.56972660   125408564.96102536   -7442218.96152236    9121.13364546    5785.57038682   11.80368472  2017-03-13 03:59:59.000000 UTC    495.96504354
