State Vector Calculation


Calculation Inputs

Calculation type     = State Vector
Target type          = Object
Target               = sun
Observer type        = Object
Observer             = earth
Reference frame      = ITRF93
Light propagation    = No correction
Time system          = UTC
Time format          = Calendar date and time
Time range           = Jan 1 2016 00:00:00 to Dec 31 2017 00:00:00
Step                 = 1 hours
State representation = Rectangular


State Vector Results

UTC calendar date               Distance (km)       Speed (km/s)    X (km)               Y (km)               Z (km)              dX/dt (km/s)     dY/dt (km/s)     dZ/dt (km/s)  Time at Target                  Light Time (s)
2016-02-29 10:00:00.000000 UTC  148208728.30149826  10681.71708029   123009559.33654787    80236431.49492526  -19914580.52623282    5837.35976653   -8945.62383280   11.17951339  2016-02-29 10:00:00.000000 UTC    494.37110356
2016-02-29 11:00:00.000000 UTC  148210270.72322260  10682.22992249   139593067.22550032    45662575.42337553  -19874333.60222232    3322.96433301  -10152.23222571   11.18006663  2016-02-29 11:00:00.000000 UTC    494.37624853
2016-02-29 12:00:00.000000 UTC  148211813.95361122  10682.74209694   146662157.39356598     7972612.38833278  -19834082.68083380     581.80136072  -10666.88149623   11.18175529  2016-02-29 12:00:00.000000 UTC    494.38139619
2016-02-29 13:00:00.000000 UTC  148213357.98943987  10683.25360271   143734017.00497490   -30264441.07488540  -19793823.49482378   -2199.28621319  -10454.42119850   11.18466556  2016-02-29 13:00:00.000000 UTC    494.38654654
2016-02-29 14:00:00.000000 UTC  148214902.82747470  10683.76443867   131007297.09644108   -66442025.30158937  -19753551.61649570   -4830.71566015   -9529.26458875   11.18879992  2016-02-29 14:00:00.000000 UTC    494.39169957
2016-02-29 15:00:00.000000 UTC  148216448.46447238  10684.27460391   109348636.59089530   -98093723.25719114  -19713262.76077884   -7133.08809224   -7954.41090043   11.19407714  2016-02-29 15:00:00.000000 UTC    494.39685526
2016-02-29 16:00:00.000000 UTC  148217994.89717960  10684.78409756    80233648.09879301  -123061410.04098149  -19672953.07839726   -8949.41912254   -5837.15539737   11.20033766  2016-02-29 16:00:00.000000 UTC    494.40201360
2016-02-29 17:00:00.000000 UTC  148219542.12233370  10685.29291849    45646384.07639323  -139642402.37981230  -19632619.42022119  -10155.84271441   -3321.77932882   11.20735428  2016-02-29 17:00:00.000000 UTC    494.40717459
2016-02-29 18:00:00.000000 UTC  148221090.13666220  10685.80106565     7944132.72589508  -146705574.81602460  -19592259.55406125  -10670.05838272    -579.71782026   11.21484774  2016-02-29 18:00:00.000000 UTC    494.41233821
2016-02-29 19:00:00.000000 UTC  148222638.93688324  10686.30853815   -30303242.82743210  -143768523.87223270  -19551872.31838909  -10456.94567501    2202.12428756   11.22250588  2016-02-29 19:00:00.000000 UTC    494.41750445
2016-02-29 20:00:00.000000 UTC  148224188.51970494  10686.81533505   -66488472.22007997  -131030516.07337908  -19511457.70332472   -9530.96291147    4834.11231485   11.23000467  2016-02-29 20:00:00.000000 UTC    494.42267330
2016-02-29 21:00:00.000000 UTC  148225738.88182622  10687.32145509   -98144612.54254116  -109358969.44746633  -19471016.85392735   -7955.16634669    7136.80895150   11.23703020  2016-02-29 21:00:00.000000 UTC    494.42784475
2016-02-29 22:00:00.000000 UTC  148227290.01993610  10687.82689722  -123113234.01516266   -80230385.55419010  -19430551.99442486   -5836.91628819    8953.20756030   11.24330033  2016-02-29 22:00:00.000000 UTC    494.43301879
2016-02-29 23:00:00.000000 UTC  148228841.93071420  10688.33166083  -139691590.40753230   -45629754.31976522  -19390066.27767823   -3320.56256464   10159.43755409   11.24858423  2016-02-29 23:00:00.000000 UTC    494.43819541
2016-03-01 00:00:00.000000 UTC  148230394.61083034  10688.83574516  -146748739.46593025    -7915285.29028656  -19349563.57172888    -577.60768661   10673.21190288   11.25271757  2016-03-01 00:00:00.000000 UTC    494.44337459
2016-03-01 01:00:00.000000 UTC  148231948.05694490  10689.33914866  -143802694.34297320    30342316.68946894  -19309048.19959291    2204.98195827   10459.44067864   11.25561336  2016-03-01 01:00:00.000000 UTC    494.44855633
2016-03-01 02:00:00.000000 UTC  148233502.26570870  10689.84186983  -131053342.80584696    66535077.14937127  -19268524.64767987    4837.52022074    9532.62768547   11.25726855  2016-03-01 02:00:00.000000 UTC    494.45374061
2016-03-01 03:00:00.000000 UTC  148235057.23376286  10690.34390839  -109368885.82884781    98195535.16858305  -19227997.25943845    7140.53194373    7955.88648128   11.25776519  2016-03-01 03:00:00.000000 UTC    494.45892743
2016-03-01 04:00:00.000000 UTC  148236612.95773900  10690.84526374   -80226715.58049412   123164964.68439436  -19187469.93850166    8956.98886906    5836.64253889   11.25726389  2016-03-01 04:00:00.000000 UTC    494.46411676
2016-03-01 05:00:00.000000 UTC  148238169.43425918  10691.34593433   -45612758.82256807   139740565.23808384  -19146945.88583792   10163.01649644    3319.31421881   11.25599237  2016-03-01 05:00:00.000000 UTC    494.46930861
2016-03-01 06:00:00.000000 UTC  148239726.65993595  10691.84591971    -7886143.56484386   146791586.04148516  -19106427.38223083   10676.34185495     575.47120646   11.25423114  2016-03-01 06:00:00.000000 UTC    494.47450296
2016-03-01 07:00:00.000000 UTC  148241284.63137230  10692.34521805    30381588.55772249   143836464.10740748  -19065915.63359298   10461.90607020   -2207.85892354   11.25229352  2016-03-01 07:00:00.000000 UTC    494.47969979
2016-03-01 08:00:00.000000 UTC  148242843.34516170  10692.84382937    66581765.62099775   131075714.14239338  -19025410.68966055    9534.25884901   -4840.93903965   11.25050479  2016-03-01 08:00:00.000000 UTC    494.48489910
2016-03-01 09:00:00.000000 UTC  148244402.79788807  10693.34175285    98246416.59478642   109378323.83403674  -18984911.44153024    7956.57132645   -7144.25671615   11.24917965  2016-03-01 09:00:00.000000 UTC    494.49010087
2016-03-01 10:00:00.000000 UTC  148245962.98612592  10693.83898673   123216527.73897223    80222577.54207950  -18944415.69803474    5836.33425523   -8960.76270216   11.24860120  2016-03-01 10:00:00.000000 UTC    494.49530510
2016-03-01 11:00:00.000000 UTC  148247523.90644020  10694.33553031   139789253.08846125    45595338.15300222  -18903920.33611195    3318.03447716  -10166.57922328   11.24900112  2016-03-01 11:00:00.000000 UTC    494.50051177
2016-03-01 12:00:00.000000 UTC  148249085.55538645  10694.83138279   146834041.55837780     7856649.18335633  -18863421.51494616     573.30863582  -10679.44796980   11.25054423  2016-03-01 12:00:00.000000 UTC    494.50572087
2016-03-01 13:00:00.000000 UTC  148250647.92951070  10695.32654336   143869761.20460305   -30421115.95033460  -18822914.93862021   -2210.75487383  -10464.34164770   11.25331703  2016-03-01 13:00:00.000000 UTC    494.51093239
2016-03-01 14:00:00.000000 UTC  148252211.02534965  10695.82101106   131097559.30463913   -66628594.56052792  -18782396.15065700   -4844.36842728   -9535.85627587   11.25732172  2016-03-01 14:00:00.000000 UTC    494.51614632
2016-03-01 15:00:00.000000 UTC  148253774.83943040  10696.31478459   109387213.95654856   -98297313.43858452  -18741860.83934747   -7147.98290944   -7957.22083733   11.26247615  2016-03-01 15:00:00.000000 UTC    494.52136264
2016-03-01 16:00:00.000000 UTC  148255339.36827087  10696.80786292    80217903.21911569  -123267979.78651866  -18701305.13306988   -8964.52870820   -5835.99147655   11.26861935  2016-03-01 16:00:00.000000 UTC    494.52658135
2016-03-01 17:00:00.000000 UTC  148256904.60837954  10697.30024543    45577425.30974286  -139837710.85204986  -18660725.86614642  -10170.12541259   -3316.72345782   11.27552233  2016-03-01 17:00:00.000000 UTC    494.53180243
2016-03-01 18:00:00.000000 UTC  148258470.55625546  10697.79193126     7826736.21754966  -146876163.46219566  -18620120.79679799  -10682.52997481    -571.12016080   11.28290376  2016-03-01 18:00:00.000000 UTC    494.53702587
2016-03-01 19:00:00.000000 UTC  148260037.20838848  10698.28291901   -30460963.91960067  -143902643.85157260  -18579488.76177642  -10466.74720141    2213.66956944   11.29044921  2016-03-01 19:00:00.000000 UTC    494.54225165
2016-03-01 20:00:00.000000 UTC  148261604.56125897  10698.77320747   -66675628.39776240  -131118937.44255762  -18538829.75749238   -9537.41983182    4847.80810834   11.29783250  2016-03-01 20:00:00.000000 UTC    494.54747978
2016-03-01 21:00:00.000000 UTC  148263172.61133820  10699.26279615   -98348289.79398324  -109395616.37040669  -18498144.94258723   -7957.83496339    7151.71023458   11.30473783  2016-03-01 21:00:00.000000 UTC    494.55271023
2016-03-01 22:00:00.000000 UTC  148264741.35508817  10699.75168436  -123319384.89144033   -80212753.81556588  -18457436.56121879   -5835.61423576    8968.28660684   11.31088145  2016-03-01 22:00:00.000000 UTC    494.55794300
2016-03-01 23:00:00.000000 UTC  148266310.78896162  10700.23987033  -139886002.85432030   -45559082.45930269  -18416707.79147308   -3315.38127152   10173.65481302   11.31603123  2016-03-01 23:00:00.000000 UTC    494.56317807
2016-03-02 00:00:00.000000 UTC  148267880.90940198  10700.72735226  -146918016.60265990    -7796467.66220301  -18375962.52982101    -568.90596019   10685.58766437   11.32002241  2016-03-02 00:00:00.000000 UTC    494.56841542
2016-03-02 01:00:00.000000 UTC  148269451.71284398  10701.21413013  -143935177.64524782    30501068.83994811  -18335205.12781566    2216.60277674   10469.12258902   11.32276833  2016-03-02 01:00:00.000000 UTC    494.57365506
2016-03-02 02:00:00.000000 UTC  148271023.19571270  10701.70020456  -131139915.06492811    66722803.13167890  -18294440.09851701    4851.25781353    9538.94945243   11.32426654  2016-03-02 02:00:00.000000 UTC    494.57889696
2016-03-02 03:00:00.000000 UTC  148272595.35442450  10702.18557414  -109403598.58375318    98399281.58027057  -18253671.81003656    7155.43840837    7958.41372391   11.32459967  2016-03-02 03:00:00.000000 UTC    494.58414112
2016-03-02 04:00:00.000000 UTC  148274168.18538648  10702.67023665   -80207197.85568936   123370679.19191907  -18212904.18717353    8972.03612130    5835.20263583   11.32392982  2016-03-02 04:00:00.000000 UTC    494.58938752
2016-03-02 05:00:00.000000 UTC  148275741.68499702  10703.15419139   -45540379.07694493   139934065.75024682  -18172140.44546543   10177.16717707    3314.00810135   11.32248665  2016-03-02 05:00:00.000000 UTC    494.59463615
2016-03-02 06:00:00.000000 UTC  148277315.84964532  10703.63743857    -7765913.79366817   146959538.42340824  -18131382.87344879   10688.62084561     566.66628648   11.32055269  2016-03-02 06:00:00.000000 UTC    494.59988700
2016-03-02 07:00:00.000000 UTC  148278890.67571175  10704.11997495    30541359.86320289   143967301.03420955  -18090632.67692176   10471.46768674   -2219.55419318   11.31844349  2016-03-02 07:00:00.000000 UTC    494.60514005
2016-03-02 08:00:00.000000 UTC  148280466.15956798  10704.60180281    66770047.60426737   131160431.77003510  -18049889.89774257    9540.44508963   -4854.71720965   11.31648625  2016-03-02 08:00:00.000000 UTC    494.61039530
2016-03-02 09:00:00.000000 UTC  148282042.29757676  10705.08291821    98450217.60425834   109411101.42486937  -18009153.41184759    7958.95714946   -7159.16708491   11.31499792  2016-03-02 09:00:00.000000 UTC    494.61565273
2016-03-02 10:00:00.000000 UTC  148283619.08609197  10705.56332238   123421791.75348175    80201177.39877641  -17968421.00684962    5834.75678868   -8975.77691645   11.31426276  2016-03-02 10:00:00.000000 UTC    494.62091233
2016-03-02 11:00:00.000000 UTC  148285196.52145904  10706.04301341   139981829.14594558    45521258.37830830  -17927689.53374441    3312.60413414  -10180.66220033   11.31451381  2016-03-02 11:00:00.000000 UTC    494.62617409
2016-03-02 12:00:00.000000 UTC  148286774.60001463  10706.52199034   147000659.32216820     7735018.84727286  -17886955.12253895     564.40139072  -10691.62925609   11.31591625  2016-03-02 12:00:00.000000 UTC    494.63143799
2016-03-02 13:00:00.000000 UTC  148288353.31808698  10707.00025274   143998945.42050967   -30581891.91565177  -17846213.44796361   -2222.52351439  -10473.78229344   11.31855646  2016-03-02 13:00:00.000000 UTC    494.63670403
2016-03-02 14:00:00.000000 UTC  148289932.67199567  10707.47779917   131180420.12876292   -66817416.14277895  -17805460.02519917   -4858.18595517   -9541.90661488   11.32243614  2016-03-02 14:00:00.000000 UTC    494.64197219
2016-03-02 15:00:00.000000 UTC  148291512.65805197  10707.95462854   109418058.72328079   -98501151.88395275  -17764690.51732510   -7162.89590950   -7959.46519591   11.32747185  2016-03-02 15:00:00.000000 UTC    494.64724245
2016-03-02 16:00:00.000000 UTC  148293093.27255875  10708.43074042    80194627.54772584  -123472776.58249131  -17723901.03322412   -8979.50864382   -5834.27673237   11.33350082  2016-03-02 16:00:00.000000 UTC    494.65251482
2016-03-02 17:00:00.000000 UTC  148294674.51181063  10708.90613390    45501656.67768443  -140029347.32756186  -17683088.39448109  -10184.13956190   -3311.16948619   11.34029214  2016-03-02 17:00:00.000000 UTC    494.65778926
2016-03-02 18:00:00.000000 UTC  148296256.37209398  10709.38080748     7703720.20985848  -147041434.13119912  -17642250.35380308  -10694.61262606    -562.11145789   11.34756234  2016-03-02 18:00:00.000000 UTC    494.66306578
2016-03-02 19:00:00.000000 UTC  148297838.84968707  10709.85476015   -30622726.74440279  -144030166.40231842  -17601385.75072598  -10476.06620116    2225.51050244   11.35499456  2016-03-02 19:00:00.000000 UTC    494.66834436
2016-03-02 20:00:00.000000 UTC  148299421.94086018  10710.32799142   -66864969.88449036  -131199936.66151363  -17560494.59309983   -9543.33389773    4861.66377892   11.36226036  2016-03-02 20:00:00.000000 UTC    494.67362498
2016-03-02 21:00:00.000000 UTC  148301005.64187560  10710.80050034   -98552145.22884607  -109424528.00834850  -17519578.05810993   -7959.93781324    7166.62459686   11.36904225  2016-03-02 21:00:00.000000 UTC    494.67890764
2016-03-02 22:00:00.000000 UTC  148302589.94898772  10711.27228550  -123523694.45870365   -80187606.84823713  -17478638.41387477   -5833.76249934    8983.23102695   11.37505505  2016-03-02 22:00:00.000000 UTC    494.68419232
2016-03-02 23:00:00.000000 UTC  148304174.85844330  10711.74334616  -140076681.33231184   -45481633.46973450  -17437678.86773955   -3309.70426677   10187.59901422   11.38006515  2016-03-02 23:00:00.000000 UTC    494.68947901
2016-03-03 00:00:00.000000 UTC  148305760.36648124  10712.21368222  -147081924.40520835    -7672078.18624351  -17396703.34991390    -559.79666410   10697.57075579   11.38390700  2016-03-03 00:00:00.000000 UTC    494.69476769
2016-03-03 01:00:00.000000 UTC  148307346.46933308  10712.68329241  -144061026.26596177    30663803.44280468  -17355716.24548292    2228.51493019   10478.31927730   11.38649490  2016-03-03 01:00:00.000000 UTC    494.70005836
2016-03-03 02:00:00.000000 UTC  148308933.16322282  10713.15217429  -131219044.53625405    66912647.57698537  -17314722.09548932    4865.15042122    9544.72687958   11.38782821  2016-03-03 02:00:00.000000 UTC    494.70535100
2016-03-03 03:00:00.000000 UTC  148310520.44436710  10713.62032731  -109430573.41289364    98603136.31717052  -17273725.29079389    7170.35287403    7960.37502215   11.38799050  2016-03-03 03:00:00.000000 UTC    494.71064560
2016-03-03 04:00:00.000000 UTC  148312108.30897528  10714.08775208   -80180180.40742633   123574484.28114580  -17232729.77605806    8986.94380139    5833.21419142   11.38714497  2016-03-03 04:00:00.000000 UTC    494.71594215
2016-03-03 05:00:00.000000 UTC  148313696.75324980  10714.55444623   -45461254.76643715   140123770.56519180  -17191738.77970212   10191.04032243    3308.20865387   11.38552388  2016-03-03 05:00:00.000000 UTC    494.72124063
2016-03-03 06:00:00.000000 UTC  148315285.77338580  10715.02041006    -7640159.55507926   147122070.31180832  -17150754.59510036   10700.50345624     557.45725307   11.38341154  2016-03-03 06:00:00.000000 UTC    494.72654103
2016-03-03 07:00:00.000000 UTC  148316875.36557183  10715.48564228    30705054.65469077   144091466.15639470  -17109778.42520435   10480.54139185   -2231.53650062   11.38112585  2016-03-03 07:00:00.000000 UTC    494.73184334
2016-03-03 08:00:00.000000 UTC  148318465.52598965  10715.95014099    66960381.52342235   131237686.03994693  -17068810.30131311    9546.08550480   -4868.64554858   11.37899620  2016-03-03 08:00:00.000000 UTC    494.73714754
2016-03-03 09:00:00.000000 UTC  148320056.25081435  10716.41390654    98654057.40308069   109436138.45437974  -17027849.08167277    7960.77685086   -7174.08039425   11.37734116  2016-03-03 09:00:00.000000 UTC    494.74245363
2016-03-03 10:00:00.000000 UTC  148321647.53621465  10716.87693777   123625078.55381780    80172292.98570807  -16986892.53022047    5832.63191908   -8990.64662704   11.37644663  2016-03-03 10:00:00.000000 UTC    494.74776159
2016-03-03 11:00:00.000000 UTC  148323239.37835282  10717.33923373   140170548.07149430    45440466.50607479  -16945937.46994697    3306.68283643  -10194.46317588   11.37654645  2016-03-03 11:00:00.000000 UTC    494.75307140
2016-03-03 12:00:00.000000 UTC  148324831.77338520  10717.80079365   147161805.70242820     7607911.28944818  -16904980.00045170     555.09348146  -10703.41046698   11.37780635  2016-03-03 12:00:00.000000 UTC    494.75838306
2016-03-03 13:00:00.000000 UTC  148326424.71746174  10718.26161621   144121420.94665408   -30746532.58584983  -16864015.76521637   -2234.57490600  -10482.73235141   11.38031256  2016-03-03 13:00:00.000000 UTC    494.76369655
2016-03-03 14:00:00.000000 UTC  148328018.20672706  10718.72170045   131255797.21418000   -67008223.37263291  -16823040.24986413   -4872.14882222   -9547.40965650   11.38406602  2016-03-03 14:00:00.000000 UTC    494.76901186
2016-03-03 15:00:00.000000 UTC  148329612.23731965  10719.18104594   109441160.42258194   -98704959.85574200  -16782049.09147424   -7177.80680649   -7961.14326183   11.38898212  2016-03-03 15:00:00.000000 UTC    494.77432897
2016-03-03 16:00:00.000000 UTC  148331206.80537266  10719.63965173    80163883.12440008  -123675528.65779850  -16741038.37788510   -8994.33916355   -5832.01572617   11.39489649  2016-03-03 16:00:00.000000 UTC    494.77964788
2016-03-03 17:00:00.000000 UTC  148332801.90701392  10720.09751640    45419208.40758491  -140217065.52702364  -16700004.91629163  -10197.86726342   -3305.12693291   11.40157614  2016-03-03 17:00:00.000000 UTC    494.78496856
2016-03-03 18:00:00.000000 UTC  148334397.53836608  10720.55463896     7575274.14746983  -147201182.80007500  -16658946.45287040  -10706.29152423    -552.70553276   11.40873535  2016-03-03 18:00:00.000000 UTC    494.79029102
2016-03-03 19:00:00.000000 UTC  148335993.69554672  10721.01101904   -30788295.63871432  -144150943.61658580  -16617861.82865614  -10484.89195559    2237.62991211   11.41605508  2016-03-03 19:00:00.000000 UTC    494.79561522
2016-03-03 20:00:00.000000 UTC  148337590.37466880  10721.46665580   -67056230.93324353  -131273431.94818965  -16576751.06088554   -9548.69920830    4875.65997494   11.42320468  2016-03-03 20:00:00.000000 UTC    494.80094117
2016-03-03 21:00:00.000000 UTC  148339187.57184050  10721.92154768   -98755901.17325175  -109445694.19638854  -16535615.34395429   -7961.47420925    7181.53183160   11.42986455  2016-03-03 21:00:00.000000 UTC    494.80626885
2016-03-03 22:00:00.000000 UTC  148340785.28316570  10722.37569352  -123725892.07164286   -80155006.69805898  -16494456.97004211   -5831.36564678    8998.02113969   11.43574789  2016-03-03 22:00:00.000000 UTC    494.81159824
2016-03-03 23:00:00.000000 UTC  148342383.50474410  10722.82909314  -140263380.67218160   -45397537.27531645  -16453279.17515244   -3303.54105363   10201.25234370   11.44062016  2016-03-03 23:00:00.000000 UTC    494.81692933
2016-03-04 00:00:00.000000 UTC  148343982.23267147  10723.28174602  -147240259.86405975    -7542305.71754611  -16412085.92088075    -550.29358260   10709.14643681   11.44431512  2016-03-04 00:00:00.000000 UTC    494.82226212
2016-03-04 01:00:00.000000 UTC  148345581.46303964  10723.73365039  -144180093.15217182    30830285.64618595  -16370881.62601415    2240.70129373   10487.02007669   11.44674651  2016-03-04 01:00:00.000000 UTC    494.82759657
2016-03-04 02:00:00.000000 UTC  148347181.19193712  10724.18480490  -131290650.10110173    67104345.70895759  -16329670.86613229    4879.17874940    9549.95410494   11.44791398  2016-03-04 02:00:00.000000 UTC    494.83293269
2016-03-04 03:00:00.000000 UTC  148348781.41544893  10724.63520941  -109449800.59010081    98806822.80171207  -16288458.06290118    7185.25519996    7961.76971734   11.44790283  2016-03-04 03:00:00.000000 UTC    494.83827047
2016-03-04 04:00:00.000000 UTC  148350382.12965720  10725.08486301   -80145725.47977276   123776110.47473446  -16247247.18475571    9001.69229635    5830.68178600   11.44687817  2016-03-04 04:00:00.000000 UTC    494.84360987
2016-03-04 05:00:00.000000 UTC  148351983.33064100  10725.53376524   -45375515.76580491   140309435.70107126  -16206041.47745282   10204.61818780    3301.92537785   11.44507414  2016-03-04 05:00:00.000000 UTC    494.84895091
2016-03-04 06:00:00.000000 UTC  148353585.01447698  10725.98191361    -7509069.40577840   147278979.85192640  -16164843.24336957   10711.97501975     547.85787419   11.44277760  2016-03-04 06:00:00.000000 UTC    494.85429355
2016-03-04 07:00:00.000000 UTC  148355187.17723950  10726.42930962    30872438.64396029   144208813.48374453  -16123653.68578908   10489.11659155   -2243.78875623   11.44030884  2016-03-04 07:00:00.000000 UTC    494.85963779
2016-03-04 08:00:00.000000 UTC  148356789.81500068  10726.87594988    67152503.42146586   131307396.73069692  -16082472.82757453    9551.17429835   -4882.70481790   11.43799970  2016-03-04 08:00:00.000000 UTC    494.86498361
2016-03-04 09:00:00.000000 UTC  148358392.92383096  10727.32183596    98857660.43481019   109453425.86833540  -16041299.51040060    7962.02981858   -7188.97657211   11.43617074  2016-03-04 09:00:00.000000 UTC    494.87033101
2016-03-04 10:00:00.000000 UTC  148359996.49979913  10727.76696552   123826119.82140738    80135986.94838999  -16000131.47453284    5829.96425587   -9005.35230183   11.43510975  2016-03-04 10:00:00.000000 UTC    494.87567996
2016-03-04 11:00:00.000000 UTC  148361600.53897277  10728.21133821   140355167.10892573    45353092.50799988  -15958965.51384421    3300.28009294  -10207.96449177   11.43505173  2016-03-04 11:00:00.000000 UTC    494.88103046
2016-03-04 12:00:00.000000 UTC  148363205.03741863  10728.65495268   147317280.05657157     7475514.84734572  -15917797.69553245     545.39866069  -10714.77702096   11.43616311  2016-03-04 12:00:00.000000 UTC    494.88638249
2016-03-04 13:00:00.000000 UTC  148364809.99120260  10729.09780838   144237042.90928435   -30914804.19880640  -15876623.62910859   -2246.89199708  -10491.18131076   11.43853021  2016-03-04 13:00:00.000000 UTC    494.89173604
2016-03-04 14:00:00.000000 UTC  148366415.39639010  10729.53990499   131323611.28339662   -67200753.09180970  -15835438.76737111   -4886.23784772   -9552.35967421   11.44215329  2016-03-04 14:00:00.000000 UTC    494.89709109
2016-03-04 15:00:00.000000 UTC  148368021.24904674  10729.98124097   109456510.70223787   -98908462.82077911  -15794238.71793195   -7192.69560384   -7962.25447655   11.44694658  2016-03-04 15:00:00.000000 UTC    494.90244764
2016-03-04 16:00:00.000000 UTC  148369627.54523808  10730.42181488    80125733.00256073  -123875968.87191716  -15753019.54416481   -9009.00082176   -5829.21309899   11.45274406  2016-03-04 16:00:00.000000 UTC    494.90780567
2016-03-04 17:00:00.000000 UTC  148371234.28103033  10730.86162657    45330210.55605550  -140400623.94440928  -15711778.03562134  -10211.29095197   -3298.60531543   11.45931063  2016-03-04 17:00:00.000000 UTC    494.91316516
2016-03-04 18:00:00.000000 UTC  148372841.45249070  10731.30067568     7441586.11149881  -147355210.06299794  -15670511.92912459  -10717.55218319    -542.91612168   11.46635815  2016-03-04 18:00:00.000000 UTC    494.91852611
2016-03-04 19:00:00.000000 UTC  148374449.05568734  10731.73896056   -30957437.42803690  -144264831.75267014  -15629220.06504843  -10493.21404179    2250.01078842   11.47356517  2016-03-04 19:00:00.000000 UTC    494.92388850
2016-03-04 20:00:00.000000 UTC  148376057.08669010  10732.17647967   -67249149.26555030  -131339344.96671541  -15587902.46847160   -9553.51010968    4889.77757888   11.48059872  2016-03-04 20:00:00.000000 UTC    494.92925231
2016-03-04 21:00:00.000000 UTC  148377665.54157060  10732.61323290   -98959284.20395505  -109459107.26244166  -15546560.35000448   -7962.44364740    7196.41202370   11.48713691  2016-03-04 21:00:00.000000 UTC    494.93461754
2016-03-04 22:00:00.000000 UTC  148379274.41640285  10733.04922005  -123925711.85700531   -80115016.77762124  -15505196.02565985   -5828.42835126    9012.63759550   11.49289107  2016-03-04 22:00:00.000000 UTC    494.93998417
2016-03-04 23:00:00.000000 UTC  148380883.70726308  10733.48443917  -140445860.70280528   -45306923.93111558  -15463812.76065679   -3296.90115421   10214.59733860   11.49762556  2016-03-04 23:00:00.000000 UTC    494.94535219
2016-03-05 00:00:00.000000 UTC  148382493.41023082  10733.91888831  -147392824.87400618    -7407337.96935496  -15422414.54849034    -540.41042838   10720.30032195   11.50117367  2016-03-05 00:00:00.000000 UTC    494.95072158
2016-03-05 01:00:00.000000 UTC  148384103.52138883  10734.35256791  -144292235.72747454    31000282.99745198  -15381005.84133049    2253.14490896   10495.21465917   11.50344874  2016-03-05 01:00:00.000000 UTC    494.95609233
2016-03-05 02:00:00.000000 UTC  148385714.03682336  10734.78547845  -131354654.35304790    67297636.29070143  -15339591.24923781    4893.32375929    9554.62555534   11.50445032  2016-03-05 02:00:00.000000 UTC    494.96146443
2016-03-05 03:00:00.000000 UTC  148387324.95262495  10735.21761785  -109461273.05219547    99010068.89766788  -15298175.22672788    7200.12556979    7962.59736102   11.50426484  2016-03-05 03:00:00.000000 UTC    494.96683787
2016-03-05 04:00:00.000000 UTC  148388936.26488840  10735.64898503   -80103896.71074548   123975293.33661488  -15256761.76911827    9016.26236899    5827.61011934   11.50305939  2016-03-05 04:00:00.000000 UTC    494.97221263
2016-03-05 05:00:00.000000 UTC  148390547.96971354  10736.07957909   -45283291.94416078   140490822.46104693  -15215354.14212723   10217.88342526    3295.16778961   11.50106993  2016-03-05 05:00:00.000000 UTC    494.97758869
2016-03-05 06:00:00.000000 UTC  148392160.06320533  10736.50940097    -7372830.45691650   147430070.33588520  -15173954.66032021   10723.02126463     537.88182515   11.49858593  2016-03-05 06:00:00.000000 UTC    494.98296606
2016-03-05 07:00:00.000000 UTC  148393772.54147446  10736.93844614    31043280.36504357   144319201.64695728  -15132564.52994806   10497.18305613   -2256.29406904   11.49593019  2016-03-05 07:00:00.000000 UTC    494.98834471
2016-03-05 08:00:00.000000 UTC  148395385.40063763  10737.36671702    67346153.36471030   131369487.35407883  -15091183.76759123    9555.70597398   -4896.87607108   11.49343694  2016-03-05 08:00:00.000000 UTC    494.99372463
2016-03-05 09:00:00.000000 UTC  148396998.63681805  10737.79421165    99060756.09804335   109462957.15240280  -15049811.19984468    7962.71565503   -7203.83591400   11.49142931  2016-03-05 09:00:00.000000 UTC    494.99910580
2016-03-05 10:00:00.000000 UTC  148398612.24614590  10738.22092956   124024652.78187837    80092323.04834574  -15008444.54418590    5826.75851776   -9019.87482636   11.49019686  2016-03-05 10:00:00.000000 UTC    495.00448823
2016-03-05 11:00:00.000000 UTC  148400226.22475877  10738.64686969   140535449.23175550    45259265.92572922  -14967080.56544030    3293.40540600  -10221.14892779   11.48997622  2016-03-05 11:00:00.000000 UTC    495.00987188
2016-03-05 12:00:00.000000 UTC  148401840.56880188  10739.07203117   147466887.23357892     7338015.85658770  -14925715.29728061     535.33055509  -10725.71476620   11.49093461  2016-03-05 12:00:00.000000 UTC    495.01525675
2016-03-05 13:00:00.000000 UTC  148403455.27442884  10739.49641339   144345671.26253253   -31086476.47283616  -14884344.31414767   -2259.45797726  -10499.11904731   11.49315851  2016-03-05 13:00:00.000000 UTC    495.02064283
2016-03-05 14:00:00.000000 UTC  148405070.33780196  10739.92001529   131383786.83108458   -67394746.88922050  -14842963.03404332   -4900.43419219   -9556.75125186   11.49664780  2016-03-05 14:00:00.000000 UTC    495.02603010
2016-03-05 15:00:00.000000 UTC  148406685.75509265  10740.34283587   109464103.60815020   -99111391.93582629  -14801567.03251411   -7207.54272389   -7962.79849268   11.50131557  2016-03-05 15:00:00.000000 UTC    495.03141855
2016-03-05 16:00:00.000000 UTC  148408301.52248204  10740.76487459    80080241.02311432  -124073836.32813953  -14760152.34629732   -9023.47464367   -5825.87358560   11.50699401  2016-03-05 16:00:00.000000 UTC    495.03680817
