Frame Transformation Calculation


Calculation Inputs

Calculation type       = Frame Transformation (from Frame 1 to Frame 2)
Frame 1                = J2000
Frame 2                = ITRF93
Time system            = UTC
Time format            = Calendar date and time
Time range             = jan 1 2020 00:00:00 to jan 1 2021 00:00:00
Step                   = 1 hours
Light propagation      = No correction
Orientation form       = Euler angles
Rotation order         = R = [Angle3]z * [Angle2]x * [Angle1]z
Angular units          = Degrees
Angular velocity form  = Not included
Angular velocity units = Degrees/second


Frame Transformation Results

UTC calendar date               Angle 3 (deg)  Angle 2 (deg)  Angle 1 (deg)
2020-01-07 18:00:00.000000 UTC   -73.14205563     0.10955854    89.65976443
2020-01-07 19:00:00.000000 UTC   -58.09436437     0.10954282    89.65314034
2020-01-07 20:00:00.000000 UTC   -43.04461624     0.10953092    89.64445939
2020-01-07 21:00:00.000000 UTC   -27.99339876     0.10952374    89.63430908
2020-01-07 22:00:00.000000 UTC   -12.94140089     0.10952183    89.62337839
2020-01-07 23:00:00.000000 UTC     2.11063432     0.10952541    89.61241035
2020-01-08 00:00:00.000000 UTC    17.16196109     0.10953431    89.60215075
2020-01-08 01:00:00.000000 UTC    32.21188236     0.10954800    89.59329666
2020-01-08 02:00:00.000000 UTC    47.25979722     0.10956563    89.58644897
2020-01-08 03:00:00.000000 UTC    62.30524270     0.10958605    89.58207068
2020-01-08 04:00:00.000000 UTC    77.34792520     0.10960796    89.58045537
2020-01-08 05:00:00.000000 UTC    92.38774026     0.10962994    89.58170751
2020-01-08 06:00:00.000000 UTC   107.42477930     0.10965056    89.58573568
2020-01-08 07:00:00.000000 UTC   122.45932297     0.10966850    89.59225922
2020-01-08 08:00:00.000000 UTC   137.49182167     0.10968260    89.60082773
2020-01-08 09:00:00.000000 UTC   152.52286464     0.10969200    89.61085198
2020-01-08 10:00:00.000000 UTC   167.55313976     0.10969612    89.62164408
2020-01-08 11:00:00.000000 UTC  -177.41661320     0.10969478    89.63246426
2020-01-08 12:00:00.000000 UTC  -162.38565274     0.10968814    89.64257102
2020-01-08 13:00:00.000000 UTC  -147.35328597     0.10967674    89.65127147
2020-01-08 14:00:00.000000 UTC  -132.31891572     0.10966145    89.65796843
2020-01-08 15:00:00.000000 UTC  -117.28208124     0.10964338    89.66220117
2020-01-08 16:00:00.000000 UTC  -102.24248990     0.10962387    89.66367704
2020-01-08 17:00:00.000000 UTC   -87.20003751     0.10960434    89.66229185
2020-01-08 18:00:00.000000 UTC   -72.15481588     0.10958619    89.65813742
2020-01-08 19:00:00.000000 UTC   -57.10710703     0.10957077    89.65149577
2020-01-08 20:00:00.000000 UTC   -42.05736421     0.10955922    89.64282014
2020-01-08 21:00:00.000000 UTC   -27.00618103     0.10955242    89.63270416
2020-01-08 22:00:00.000000 UTC   -11.95425081     0.10955092    89.62184113
2020-01-08 23:00:00.000000 UTC     3.09768113     0.10955492    89.61097639
2020-01-09 00:00:00.000000 UTC    18.14886897     0.10956423    89.60085574
2020-01-09 01:00:00.000000 UTC    33.19861775     0.10957830    89.59217416
2020-01-09 02:00:00.000000 UTC    48.24633090     0.10959625    89.58552822
2020-01-09 03:00:00.000000 UTC    63.29155169     0.10961696    89.58137463
2020-01-09 04:00:00.000000 UTC    78.33399427     0.10963909    89.57999928
2020-01-09 05:00:00.000000 UTC    93.37356284     0.10966121    89.58149793
2020-01-09 06:00:00.000000 UTC   108.41035791     0.10968191    89.58577009
2020-01-09 07:00:00.000000 UTC   123.44466897     0.10969985    89.59252627
2020-01-09 08:00:00.000000 UTC   138.47695446     0.10971391    89.60130802
2020-01-09 09:00:00.000000 UTC   153.50781029     0.10972321    89.61151943
2020-01-09 10:00:00.000000 UTC   168.53792922     0.10972721    89.62246775
2020-01-09 11:00:00.000000 UTC  -176.43194625     0.10972572    89.63341046
2020-01-09 12:00:00.000000 UTC  -161.40107423     0.10971894    89.64360568
2020-01-09 13:00:00.000000 UTC  -146.36876383     0.10970742    89.65236253
2020-01-09 14:00:00.000000 UTC  -131.33442216     0.10969204    89.65908811
2020-01-09 15:00:00.000000 UTC  -116.29759478     0.10967394    89.66332796
2020-01-09 16:00:00.000000 UTC  -101.25799697     0.10965445    89.66479738
2020-01-09 17:00:00.000000 UTC   -86.21553354     0.10963500    89.66340117
2020-01-09 18:00:00.000000 UTC   -71.17030583     0.10961701    89.65924068
2020-01-09 19:00:00.000000 UTC   -56.12260520     0.10960180    89.65260727
2020-01-09 20:00:00.000000 UTC   -41.07289347     0.10959052    89.64396275
2020-01-09 21:00:00.000000 UTC   -26.02177142     0.10958403    89.63390791
2020-01-09 22:00:00.000000 UTC   -10.96993762     0.10958287    89.62314132
2020-01-09 23:00:00.000000 UTC     4.08185969     0.10958721    89.61241122
2020-01-10 00:00:00.000000 UTC    19.13287417     0.10959686    89.60246395
2020-01-10 01:00:00.000000 UTC    34.18241303     0.10961123    89.59399231
2020-01-10 02:00:00.000000 UTC    49.22988463     0.10962945    89.58758792
2020-01-10 03:00:00.000000 UTC    64.27483896     0.10965036    89.58370081
2020-01-10 04:00:00.000000 UTC    79.31699843     0.10967262    89.58260856
2020-01-10 05:00:00.000000 UTC    94.35627665     0.10969480    89.58439757
2020-01-10 06:00:00.000000 UTC   109.39278397     0.10971547    89.58895749
2020-01-10 07:00:00.000000 UTC   124.42681952     0.10973332    89.59598917
2020-01-10 08:00:00.000000 UTC   139.45885055     0.10974722    89.60502539
2020-01-10 09:00:00.000000 UTC   154.48948039     0.10975630    89.61546279
2020-01-10 10:00:00.000000 UTC   169.51940729     0.10976004    89.62660314
2020-01-10 11:00:00.000000 UTC  -175.45062300     0.10975827    89.63770067
2020-01-10 12:00:00.000000 UTC  -160.41986781     0.10975121    89.64801272
2020-01-10 13:00:00.000000 UTC  -145.38763804     0.10973943    89.65685019
2020-01-10 14:00:00.000000 UTC  -130.35334500     0.10972382    89.66362439
2020-01-10 15:00:00.000000 UTC  -115.31654064     0.10970554    89.66788726
2020-01-10 16:00:00.000000 UTC  -100.27694838     0.10968593    89.66936222
2020-01-10 17:00:00.000000 UTC   -85.23448243     0.10966642    89.66796349
2020-01-10 18:00:00.000000 UTC   -70.18925413     0.10964845    89.66380240
2020-01-10 19:00:00.000000 UTC   -55.14156479     0.10963333    89.65718026
2020-01-10 20:00:00.000000 UTC   -40.09188539     0.10962220    89.64856807
2020-01-10 21:00:00.000000 UTC   -25.04082458     0.10961590    89.63857445
2020-01-10 22:00:00.000000 UTC    -9.98908682     0.10961496    89.62790389
2020-01-10 23:00:00.000000 UTC     5.06257612     0.10961953    89.61730815
2020-01-11 00:00:00.000000 UTC    20.11341686     0.10962940    89.60753460
2020-01-11 01:00:00.000000 UTC    35.16274391     0.10964398    89.59927476
2020-01-11 02:00:00.000000 UTC    50.20997021     0.10966236    89.59311565
2020-01-11 03:00:00.000000 UTC    65.25465262     0.10968336    89.58950044
2020-01-11 04:00:00.000000 UTC    80.29652225     0.10970564    89.58869802
2020-01-11 05:00:00.000000 UTC    95.33550271     0.10972775    89.59078478
2020-01-11 06:00:00.000000 UTC   110.37171492     0.10974828    89.59563978
2020-01-11 07:00:00.000000 UTC   125.40546856     0.10976590    89.60295336
2020-01-11 08:00:00.000000 UTC   140.43724058     0.10977950    89.61224856
2020-01-11 09:00:00.000000 UTC   155.46764253     0.10978822    89.62291384
2020-01-11 10:00:00.000000 UTC   170.49737889     0.10979156    89.63424470
2020-01-11 11:00:00.000000 UTC  -174.47280079     0.10978937    89.64549160
2020-01-11 12:00:00.000000 UTC  -159.44215278     0.10978188    89.65591081
2020-01-11 13:00:00.000000 UTC  -144.40998968     0.10976968    89.66481492
2020-01-11 14:00:00.000000 UTC  -129.37572714     0.10975370    89.67161960
2020-01-11 15:00:00.000000 UTC  -114.33892390     0.10973509    89.67588355
2020-01-11 16:00:00.000000 UTC   -99.29931209     0.10971523    89.67733894
2020-01-11 17:00:00.000000 UTC   -84.25681598     0.10969554    89.67591002
2020-01-11 18:00:00.000000 UTC   -69.21155765     0.10967745    89.67171887
2020-01-11 19:00:00.000000 UTC   -54.16384907     0.10966229    89.66507747
2020-01-11 20:00:00.000000 UTC   -39.11417113     0.10965118    89.65646671
2020-01-11 21:00:00.000000 UTC   -24.06314079     0.10964495    89.64650353
2020-01-11 22:00:00.000000 UTC    -9.01146876     0.10964412    89.63589867
2020-01-11 23:00:00.000000 UTC     6.04008943     0.10964882    89.62540764
2020-01-12 00:00:00.000000 UTC    21.09078572     0.10965880    89.61577851
2020-01-12 01:00:00.000000 UTC    36.13993107     0.10967347    89.60770032
2020-01-12 02:00:00.000000 UTC    51.18694260     0.10969188    89.60175596
2020-01-12 03:00:00.000000 UTC    66.23138415     0.10971285    89.59838158
2020-01-12 04:00:00.000000 UTC    81.27299591     0.10973503    89.59783699
2020-01-12 05:00:00.000000 UTC    96.31171193     0.10975696    89.60018815
2020-01-12 06:00:00.000000 UTC   111.34766427     0.10977722    89.60530299
2020-01-12 07:00:00.000000 UTC   126.38117358     0.10979449    89.61286086
2020-01-12 08:00:00.000000 UTC   141.41272700     0.10980766    89.62237462
2020-01-12 09:00:00.000000 UTC   156.44294474     0.10981589    89.63322407
2020-01-12 10:00:00.000000 UTC   171.47253780     0.10981870    89.64469819
