 0.504119	 0.773382
 0.504091	 0.773408
 0.504062	 0.773433
 0.504033	 0.773458
 0.504004	 0.773483
 0.503975	 0.773508
 0.503947	 0.773534
 0.503918	 0.773559
 0.503889	 0.773584
 0.50386	 0.773609
 0.503831	 0.773634
 0.503802	 0.77366
 0.503774	 0.773685
 0.503745	 0.77371
 0.503716	 0.773735
 0.503687	 0.77376
 0.503658	 0.773786
 0.50363	 0.773811
 0.503601	 0.773836
 0.503572	 0.773861
 0.503543	 0.773886
 0.503514	 0.773912
 0.503486	 0.773937
 0.503457	 0.773962
 0.503428	 0.773987
 0.503399	 0.774013
 0.50337	 0.774038
 0.503341	 0.774063
 0.503313	 0.774088
 0.503284	 0.774113
 0.503255	 0.774139
 0.503226	 0.774164
 0.503197	 0.774189
 0.503169	 0.774214
 0.50314	 0.774239
 0.503111	 0.774265
 0.503082	 0.77429
 0.503053	 0.774315
 0.503024	 0.77434
 0.502996	 0.774365
 0.502967	 0.774391
 0.502938	 0.774416
 0.502909	 0.774441
 0.50288	 0.774466
 0.502852	 0.774492
 0.502823	 0.774517
 0.502794	 0.774542
 0.502765	 0.774567
 0.502736	 0.774592
 0.502707	 0.774618
 0.502679	 0.774643
 0.50265	 0.774668
 0.502621	 0.774693
 0.502592	 0.774718
 0.502563	 0.774744
 0.502534	 0.774769
 0.502506	 0.774794
 0.502477	 0.774819
 0.502448	 0.774845
 0.502419	 0.77487
 0.50239	 0.774895
 0.502361	 0.77492
 0.502333	 0.774945
 0.502304	 0.774971
 0.502275	 0.774996
 0.502246	 0.775021
 0.502217	 0.775046
 0.502188	 0.775072
 0.50216	 0.775097
 0.502131	 0.775122
 0.502102	 0.775147
 0.502073	 0.775172
 0.502044	 0.775198
 0.502015	 0.775223
 0.501987	 0.775248
 0.501958	 0.775273
 0.501929	 0.775299
 0.5019	 0.775324
 0.501871	 0.775349
 0.501842	 0.775374
 0.501814	 0.7754
 0.501785	 0.775425
 0.501756	 0.77545
 0.501727	 0.775475
 0.501698	 0.7755
 0.501669	 0.775526
 0.501641	 0.775551
 0.501612	 0.775576
 0.501583	 0.775601
 0.501554	 0.775627
 0.501525	 0.775652
 0.501496	 0.775677
 0.501467	 0.775702
 0.501439	 0.775728
 0.50141	 0.775753
 0.501381	 0.775778
 0.501352	 0.775803
 0.501323	 0.775829
 0.501294	 0.775854
 0.501266	 0.775879
 0.501237	 0.775904
 0.501208	 0.775929
 0.501179	 0.775955
 0.50115	 0.77598
 0.501121	 0.776005
 0.501092	 0.77603
 0.501064	 0.776056
 0.501035	 0.776081
 0.501006	 0.776106
 0.500977	 0.776131
 0.500948	 0.776157
 0.500919	 0.776182
 0.50089	 0.776207
 0.500862	 0.776232
 0.500833	 0.776258
 0.500804	 0.776283
 0.500775	 0.776308
 0.500746	 0.776333
 0.500717	 0.776359
 0.500688	 0.776384
 0.50066	 0.776409
 0.500631	 0.776434
 0.500602	 0.77646
 0.500573	 0.776485
 0.500544	 0.77651
 0.500515	 0.776535
 0.500486	 0.776561
 0.500458	 0.776586
 0.500429	 0.776611
 0.5004	 0.776636
 0.500371	 0.776662
 0.500342	 0.776687
 0.500313	 0.776712
 0.500284	 0.776737
 0.500255	 0.776763
 0.500227	 0.776788
 0.500198	 0.776813
 0.500169	 0.776838
 0.50014	 0.776864
 0.500111	 0.776889
 0.500082	 0.776914
 0.500053	 0.776939
 0.500025	 0.776965
 0.499996	 0.77699
 0.499967	 0.777015
 0.499938	 0.77704
 0.499909	 0.777066
 0.49988	 0.777091
 0.499851	 0.777116
 0.499822	 0.777141
 0.499794	 0.777167
 0.499765	 0.777192
 0.499736	 0.777217
 0.499707	 0.777242
 0.499678	 0.777268
 0.499649	 0.777293
 0.49962	 0.777318
 0.499591	 0.777343
 0.499563	 0.777369
 0.499534	 0.777394
 0.499505	 0.777419
 0.499476	 0.777445
 0.499447	 0.77747
 0.499418	 0.777495
 0.499389	 0.77752
 0.49936	 0.777546
 0.499332	 0.777571
 0.499303	 0.777596
 0.499274	 0.777621
 0.499245	 0.777647
 0.499216	 0.777672
 0.499187	 0.777697
 0.499158	 0.777722
 0.499129	 0.777748
 0.4991	 0.777773
 0.499072	 0.777798
 0.499043	 0.777824
 0.499014	 0.777849
 0.498985	 0.777874
 0.498956	 0.777899
 0.498927	 0.777925
 0.498898	 0.77795
 0.498869	 0.777975
 0.49884	 0.778
 0.498812	 0.778026
 0.498783	 0.778051
 0.498754	 0.778076
 0.498725	 0.778102
 0.498696	 0.778127
 0.498667	 0.778152
 0.498638	 0.778177
 0.498609	 0.778203
 0.49858	 0.778228
 0.498552	 0.778253
 0.498523	 0.778278
 0.498494	 0.778304
 0.498465	 0.778329
 0.498436	 0.778354
 0.498407	 0.77838
 0.498378	 0.778405
 0.498349	 0.77843
 0.49832	 0.778455
 0.498291	 0.778481
 0.498263	 0.778506
 0.498234	 0.778531
 0.498205	 0.778557
 0.498176	 0.778582
 0.498147	 0.778607
 0.498118	 0.778632
 0.498089	 0.778658
 0.49806	 0.778683
 0.498031	 0.778708
 0.498002	 0.778734
 0.497974	 0.778759
 0.497945	 0.778784
 0.497916	 0.778809
 0.497887	 0.778835
 0.497858	 0.77886
 0.497829	 0.778885
 0.4978	 0.778911
 0.497771	 0.778936
 0.497742	 0.778961
 0.497713	 0.778986
 0.497685	 0.779012
 0.497656	 0.779037
