 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 0	 0
 45.8211	 150.002
 45.8212	 150
 45.8247	 150.021
 45.8247	 150.021
 45.8247	 150.022
 45.825	 150.003
 45.825	 150.004
 45.8252	 150.021
 45.8252	 150.021
 45.8255	 150.004
 45.8259	 150.019
 45.8262	 150.02
 45.8264	 150.017
 45.8265	 150.007
 45.8277	 150.019
 45.8287	 150.019
 45.8295	 150.018
 45.8301	 150.018
 45.8326	 150.02
 45.8332	 150.021
 45.8344	 150.021
 45.837	 150.023
 45.8394	 150.025
 45.8396	 150.026
 45.8398	 150.038
 45.8405	 150.039
 45.8407	 150.027
 45.8408	 150.038
 45.8409	 150.037
 45.8423	 150.038
 45.8425	 150.035
 45.8425	 150.035
 45.843	 150.035
 45.8431	 150.032
 45.8446	 150.038
 45.8452	 150.039
 45.8464	 150.041
 45.8464	 150.046
 45.8467	 150.045
 45.8492	 150.045
 45.85	 150.046
 45.8512	 150.045
 45.8525	 150.045
 45.8566	 150.056
 45.8592	 150.056
 45.8597	 150.062
 45.8599	 150.059
 45.8612	 150.074
 45.8614	 150.066
 45.8625	 150.074
 45.8625	 150.075
 45.863	 150.075
 45.8638	 150.076
 45.8663	 150.077
 45.8664	 150.077
 45.8695	 150.077
 45.8695	 150.077
 45.87	 150.077
 45.8726	 150.087
 45.8726	 150.084
 45.8746	 150.087
 45.8746	 150.088
 45.8772	 150.088
 45.8772	 150.089
 45.8778	 150.089
 45.878	 150.095
 45.8781	 150.092
 45.8783	 150.091
 45.8788	 150.091
 45.879	 150.097
 45.8791	 150.09
 45.8797	 150.097
 45.8798	 150.098
 45.8831	 150.099
 45.8834	 150.101
 45.8839	 150.101
 45.8849	 150.104
 45.8851	 150.111
 45.887	 150.116
 45.887	 150.122
 45.8876	 150.122
 45.8887	 150.126
 45.89	 150.126
 45.8903	 150.127
 45.891	 150.127
 45.8912	 150.128
 45.8918	 150.129
 45.892	 150.13
 45.8968	 150.131
 45.8968	 150.132
 45.8976	 150.132
 45.8976	 150.133
 45.8981	 150.133
 45.899	 150.137
 45.9016	 150.138
 45.9024	 150.142
 45.9025	 150.142
 45.9035	 150.142
 45.9035	 150.143
 45.9045	 150.143
 45.9045	 150.144
 45.905	 150.144
 45.9058	 150.144
 45.9086	 150.143
 45.909	 150.139
 45.9095	 150.139
