-163.6974136 -78.7290778
-163.711532799999986 -78.7290356
-163.6826924 -78.7288369
-163.7258153 -78.7286872
-163.666796799999986 -78.7283372
-163.7409045 -78.7279932
-163.636259200000012 -78.7269583
-163.7574357 -78.7269515
-163.625302299999987 -78.7261287
-163.6162788 -78.7250853
-163.7975332 -78.7237019
-163.608454099999989 -78.7237001
-163.601131 -78.7218854
-163.843571 -78.7192502
-163.870055900000011 -78.7162988
-163.889362299999988 -78.7137787
-163.8953459 -78.7127923
-163.5718391 -78.7121797
-163.914217400000013 -78.7107231
-163.947612 -78.7085
-163.555805099999986 -78.7074832
-163.9908634 -78.7062753
-164.0394198 -78.7042282
-164.24174690000001 -78.7030859
-163.538983800000011 -78.7030258
-164.25555030000001 -78.7027737
-164.2213448 -78.7026518
-164.088646399999988 -78.7025352
-164.2625304 -78.7018369
-164.133972300000011 -78.7013694
-164.1946618 -78.7013542
-164.1708629 -78.7009182
-164.262253 -78.7003758
-164.254441 -78.6985175
-164.2388441 -78.696371
-163.5085474 -78.695753
-164.19367410000001 -78.6920888
-163.493718699999988 -78.6914163
-164.175721 -78.69014
-164.1630465 -78.688436
-164.15923810000001 -78.6877482
-163.4805839 -78.6868998
-164.1541278 -78.6862171
-164.1430967 -78.6846889
-164.1331499 -78.6838203
-164.1174169 -78.6827614
-164.1086848 -78.681893
-164.102587199999988 -78.6809811
-164.1007914 -78.6805475
-163.4615353 -78.678676
-164.0961201 -78.6786204
-164.087082 -78.676563
-163.4508084 -78.67551
-163.4449962 -78.674273
-164.0742237 -78.6741673
-163.4389292 -78.6732693
-163.432535800000011 -78.6725137
-164.0588037 -78.6716365
-163.4121274 -78.6709956
-163.3997113 -78.6697242
-164.0422001 -78.6691904
-163.3889298 -78.6682422
-164.0256477 -78.6670125
-163.380068599999987 -78.6665857
-164.0105203 -78.665323
-163.373301700000013 -78.664832
-163.9844406 -78.6633386
-163.368927500000012 -78.6630083
-163.9751025 -78.6622019
-163.367163799999986 -78.6611944
-163.970168199999989 -78.6608374
-163.969688 -78.65921
-163.9736795 -78.6572734
-163.369252499999988 -78.6570368
-163.9821466 -78.6549895
-163.366173 -78.654171
-163.9952075 -78.6523077
-163.35951080000001 -78.6509798
-163.3497779 -78.6476075
-164.0322746 -78.6457892
-163.3374411 -78.6441958
-164.048684900000012 -78.6426476
-163.322984 -78.6409065
-164.06033690000001 -78.6401138
-163.3069289 -78.6378752
-164.0684095 -78.6376452
-164.0750835 -78.6364401
-163.2896983 -78.63527
-164.0861708 -78.6348548
-164.1236945 -78.630241
-163.2524008 -78.6301833
-163.2226583 -78.6258164
-164.185483799999986 -78.6232511
-163.1988691 -78.6217521
-163.179234400000013 -78.6175788
-164.2470305 -78.6166004
-164.2714565 -78.6143072
-163.1620632 -78.6128812
-164.3264134 -78.6095985
-164.3536891 -78.6074391
-163.145642400000014 -78.6072605
-164.399594799999988 -78.6042057
-164.63264430000001 -78.6035217
-164.6048288 -78.6035192
-164.4150142 -78.6034023
-164.6515321 -78.6031703
-164.4231638 -78.6031481
-164.4581948 -78.6026526
-164.5004118 -78.6026134
-164.663580200000013 -78.6023807
-164.6708404 -78.6010941
-163.1283046 -78.6002917
-164.6753122 -78.5992198
-164.6844117 -78.593553
-164.6910703 -78.5907533
-164.6998835 -78.5881271
-163.0971281 -78.5867588
-164.7115403 -78.585522
-164.7268379 -78.5828098
-163.0854227 -78.5820746
-164.7465315 -78.5798223
-163.061807499999986 -78.573485
-164.8020253 -78.5724453
-163.039947500000011 -78.5666627
-163.0304399 -78.5641833
-163.0130227 -78.5606693
-163.0053852 -78.5589239
-164.921279 -78.5571843
-162.9992356 -78.5571536
-162.9944911 -78.5552865
-162.99091 -78.5532601
-164.966915699999987 -78.5522366
-162.9884098 -78.5510025
-162.9868064 -78.5484451
-165.0151424 -78.5475257
-165.0354495 -78.5457334
-165.0506375 -78.5445497
-165.0642162 -78.5440285
-165.0727771 -78.5434778
-162.9850054 -78.5430138
-165.1085613 -78.5402936
-162.982735 -78.5402339
-165.1256953 -78.5390296
-165.1439331 -78.5378988
-165.1777454 -78.5361947
-165.1941615 -78.5350978
-162.974937 -78.5341024
-165.208583 -78.5338861
-165.2277863 -78.5317224
-165.237565 -78.5310612
-165.2617907 -78.5309192
-165.247140699999989 -78.5307677
-165.273633499999988 -78.5306015
-165.3106851 -78.5291006
-162.9634443 -78.5276877
-165.3610922 -78.5266531
-162.95659710000001 -78.524542
-165.53576 -78.5168963
-162.9345966 -78.5157219
-165.6234347 -78.5121053
-162.9217344 -78.5099088
-165.7063656 -78.5078628
-162.9107966 -78.5042889
-165.8345639 -78.5016139
-162.902134100000012 -78.4990373
-165.8845356 -78.4989705
-165.9430893 -78.4954558
-162.895894700000014 -78.494336
-165.9838063 -78.4924015
-166.0154205 -78.4908616
-162.8924319 -78.4903889
-166.05467920000001 -78.4893202
-166.0978215 -78.4879094
-162.8920522 -78.4873684
-166.1408456 -78.4867318
-166.1799202 -78.4859104
-166.2469073 -78.4858743
-166.2112161 -78.4855699
-162.8949351 -78.4854676
-166.2733097 -78.4851656
-162.895296 -78.4839577
-166.3070731 -78.4838331
-166.3454044 -78.4820312
-162.890073699999988 -78.4813099
-166.38539 -78.4798998
-162.8797549 -78.4776781
-166.4241859 -78.4775649
-166.458953799999989 -78.4751918
-162.8649126 -78.4731922
-166.4867921 -78.4729249
-166.5214972 -78.4704955
-162.8459182 -78.467989
-166.5785004 -78.467349
-166.6506216 -78.4637912
-162.8233755 -78.4622098
-166.7309128 -78.4601047
-166.812310599999989 -78.4566097
-162.7977123 -78.4559851
-166.887845 -78.45361
-166.9505294 -78.4514428
-166.9933719 -78.4504217
-167.060922799999986 -78.4494336
-167.158044 -78.447726
-162.7604021 -78.4473178
-162.7434859 -78.442615
-167.6071513 -78.4387014
-162.7294947 -78.437853
-162.7241438 -78.4356316
-162.7201005 -78.4336161
-167.983443599999987 -78.4299646
-168.1634781 -78.4293985
-168.1817705 -78.4293347
-168.1338356 -78.42917
-168.0455775 -78.4289432
-168.222305799999987 -78.4288547
-168.1119951 -78.4286133
-168.0945872 -78.4285417
-162.7109055 -78.4272536
-168.320440600000012 -78.4266332
-168.3989512 -78.4250478
-168.48959450000001 -78.4233868
-162.7001187 -78.422631
-168.647437599999989 -78.4207459
-168.7 -78.4197421
-168.7418438 -78.4187487
-162.6860375 -78.4181368
-168.7752956 -78.4176765
-168.802662199999986 -78.416452
-168.826275399999986 -78.4149738
-162.669345 -78.4139473
-168.8484396 -78.4131659
-162.6507331 -78.4102013
-168.903059500000012 -78.4078721
-162.630864 -78.407055
-168.9356311 -78.4049674
-162.610368 -78.4046535
-162.5900038 -78.4031501
-168.965341599999988 -78.4025534
-162.5525647 -78.4015545
-162.5366453 -78.4010565
-162.520038199999988 -78.4007538
-162.5161018 -78.4004949
-168.997980500000011 -78.4003073
-162.5137317 -78.4000282
-162.5128932 -78.3992843
-169.019135299999988 -78.3985142
-162.5135976 -78.3982256
-169.0299994 -78.3974372
-162.5157825 -78.3968003
-169.050626599999987 -78.3950717
-169.0855925 -78.3902517
-162.5322103 -78.3893797
-169.1099419 -78.3876919
-162.5360025 -78.3867708
-169.139395799999988 -78.385104
-162.5341082 -78.3844158
-169.172430600000013 -78.382577
-162.5244127 -78.3819019
-169.2076587 -78.3802055
-162.5049075 -78.3788416
-169.7055214 -78.3783109
-169.7226617 -78.3782959
-169.2437313 -78.3780953
-169.6850785 -78.3779435
-169.738082 -78.3778823
-169.7533731 -78.3770448
-169.279115100000013 -78.3763552
-169.7701174 -78.3757666
-169.3124743 -78.3750836
-169.588466899999986 -78.3749233
-162.473590699999988 -78.3748456
-169.3488013 -78.374135
-169.5481967 -78.3740248
-169.386957599999988 -78.373493
-169.5074648 -78.3734287
-169.4263855 -78.3731639
-169.4667227 -78.3731427
-169.8031531 -78.3728752
-169.8315575 -78.3707613
-169.8459341 -78.3698399
-169.8597866 -78.3690383
-169.88438450000001 -78.3679165
-169.9128364 -78.3671727
-169.940853 -78.3659738
-169.9563057 -78.3650115
-169.9752571 -78.3635227
-170.001261199999988 -78.3621259
-170.019733800000012 -78.3614351
-162.3549854 -78.3610175
-170.0495951 -78.360617
-170.0914922 -78.3592358
-162.3321073 -78.3582039
-170.1865355 -78.3556417
-170.2132923 -78.3548011
-162.306403499999988 -78.3547448
-170.2339694 -78.3543411
-172.511381199999988 -78.3522032
-170.3065686 -78.3519712
-172.5573616 -78.3518509
-162.2887754 -78.3518417
-172.452771399999989 -78.3517952
-170.3580821 -78.3509028
-172.5957961 -78.350786
-172.3762934 -78.3505418
-170.421772 -78.3498695
-170.4935017 -78.348918
-172.2768479 -78.3483623
-172.6474409 -78.3483353
-170.569048 -78.3480954
-162.2564743 -78.347576
-170.6443841 -78.3474408
-170.715336400000012 -78.3470112
-172.6851068 -78.3469989
-170.9711428 -78.3466559
-172.7059151 -78.3464492
-171.046440499999989 -78.3463112
-171.1108017 -78.3457958
-172.748387799999989 -78.345644
-172.7687494 -78.3454288
-172.8082833 -78.3452865
-172.149301400000013 -78.3451717
-171.1668666 -78.3450798
-172.844137499999988 -78.3448148
-171.2171198 -78.344153
-162.227112799999986 -78.3439568
-172.872602 -78.3438848
-172.883993 -78.3432503
-171.2640216 -78.3429748
-172.8933551 -78.3424997
-171.335608799999989 -78.3406251
-172.9129106 -78.3404561
